9_x,9_y,10_x,10_y,11_x,11_y,ts_10_11,ts_10_9,ts_11_9,ts_mean
23.84211797546757,8.464652485195247,11.25806995853883,5.587957958516349,19.580148520020128,9.650258091014289,9.26063032141762,12.908665147574032,4.423804278188232,8.864366582393295
23.842120934108383,8.501832226848656,11.276976904753283,5.6375761139934975,19.431145815390327,9.614675146086125,9.072363933081158,12.887467073031312,4.54918903331646,8.836340013142976
23.823220940295588,8.539214547551936,11.24028591302998,5.675149034077507,19.264356051431054,9.62910367639837,8.945359629411806,12.90477141083333,4.687334785152377,8.845821941799171
23.8232219464686,8.551855659783389,11.221381946676589,5.662710538314339,19.079776216281125,9.655620372745704,8.814629285594043,12.928786908030713,4.8701718590635545,8.871196017562768
23.786527977851375,8.552248900272769,11.22137998067926,5.638171962883714,18.894085446044294,9.694790084157882,8.67908749466742,12.89863514438102,5.024081436830864,8.8672680252931
23.730930048682797,8.540203607490442,11.240281921465934,5.625328289932179,18.67170365728677,9.771532735425904,8.509820228386866,12.826253886262212,5.2069130106715225,8.847662375106866
23.67533117416034,8.516260798416175,11.258068945333818,5.575316874028321,18.430415964163963,9.811298248778556,8.329831929021891,12.760781810917216,5.402430708291634,8.831014816076914
23.600827332077877,8.467238344494655,11.276968920684476,5.5379346251510695,18.208032226730168,9.863502283748966,8.170077975241187,12.667213838261041,5.570618640359809,8.802636817954012
23.5452284574146,8.443295536376294,11.27696695434562,5.513396049716359,18.04124736024626,9.93964911400263,8.083761846984048,12.613268859007743,5.703760333960529,8.800263679984107
23.47183951337881,8.431440907594558,11.295866929073147,5.476013800760875,17.87446738750051,10.077514246277884,8.028187238830066,12.529519454375354,5.834392183585488,8.797366292263636
23.39733863083702,8.419598195736786,11.351457892018889,5.40105862932279,17.70768747095942,10.216122964886129,7.9741143091764455,12.418326130676244,5.966542681257179,8.786327707036621
23.30504975265943,8.445869480188794,11.407046887912651,5.301564880712615,17.504214524740046,10.367022409403228,7.926809772319743,12.306466738418854,6.1106888252389115,8.78132177865917
23.21164988238278,8.484050195977238,11.462636835737836,5.2139686216452255,17.262935668210492,10.518326988579396,7.860005358194624,12.195603350101987,6.28692952647118,8.78084607825593
23.100461955667743,8.55960130992511,11.53601982465806,5.151463857373351,17.059457765632168,10.606764518510449,7.763290023643014,12.05619022315747,6.378448779022436,8.73264300860764
22.98927302210248,8.622511310917357,11.610516719112674,5.11348575135653,16.781480043455325,10.696744007173267,7.609969412083242,11.907533555715114,6.545161185483363,8.687554717760573
22.93368006380776,8.672927975592339,11.702803615277828,5.062675885802902,16.54020017742271,10.835407457321748,7.531589161409536,11.796885434468425,6.749289041559182,8.692587879145714
22.841392131009965,8.711096769230851,11.777301525627417,5.037338863103578,16.300032305031785,10.974802574441748,7.463817322686111,11.658070083720848,6.921976043404571,8.681287816603843
22.74910419807041,8.749265561713239,11.832898447796731,5.036743008391328,16.039843590300364,11.039309189304587,7.330019658109964,11.530237278184346,7.08932138637025,8.649859440888187
22.63791331064465,8.787636930527691,11.925191309969476,5.060292467844423,15.79966488317347,11.041883027374716,7.126778451117872,11.342641200674802,7.200226872881305,8.556548841557992
22.488915509330987,8.813772344158927,11.999694168965892,5.096673687429308,15.55837718076608,11.08164846976741,6.9630559328285075,11.128368557476502,7.292161795024312,8.461195428443107
22.32212669539006,8.840098417893692,12.091987029557114,5.1202231489427374,15.299294518580336,11.07178378381908,6.760761445262963,10.885459549279561,7.368893496049428,8.338371496863983
22.17424089149812,8.866965507058637,12.20318189085752,5.131672527232044,14.983502052469062,11.050629310419774,6.539436489660839,10.647743011521161,7.514992525427459,8.234057342203153
22.044148999189776,8.930078069041059,12.314378719789044,5.1676604867126334,14.743321403134264,11.028664558769451,6.344377927869909,10.431884573447114,7.596456334515209,8.124239611944077
21.877364146196552,9.006224975010099,12.314383668345492,5.229378733156146,14.465340673551598,11.08072071860932,6.2341654669227635,10.281787935683502,7.696858095953897,8.07093716618672
21.729479289569877,9.04498957126261,12.352195537519902,5.303332886978546,14.18735899948194,11.120879375696102,6.100137054239885,10.096209452537526,7.82258889053407,8.006311799103827
21.599392360344357,9.170564066653377,12.352203525770454,5.402974394620394,13.92716639976028,11.136308787843136,5.945723784280353,9.985250786989672,7.920050725793723,7.950341765687916
21.432616364471897,9.35825013810842,12.296615541386776,5.515109245005388,13.77929035363164,11.286612309923283,5.958906965813613,9.911419825819749,7.892526825668101,7.920951205767154
